0
Dufferin St / Bloor St
Mill St / Tannery Rd
Davenport Rd / Christie St
Landsdowne Subway Green P
Davenport Rd / Bathurst St
Dundas St W / Edna Ave
Yonge St / Aylmer Ave
Marlborough Ave / Yonge St
Mortimer Ave / Coxwell Ave
Woodbine Subway Green P (Cedarvale Ave)
Danforth Ave / Coxwell Ave
Danforth Ave / Barrington Ave
Danforth Ave / Westlake Ave
Lansdowne Ave / Whytock Ave
Princess St / Adelaide St E
Widmer St / Adelaide St W
Michael Sweet Ave / St. Patrick St
Sherbourne St / Wellesley St E
HTO Park (Queens Quay W)
College St / Major St
Beverly St / College St
College St / Huron St
Ossington Ave / College St
College St / Markham St
Wellesley St E / Yonge St (Green P)
St. George St / Bloor St W
College St / Borden St
424 Wellington St W
Margueretta St / College St
Lansdowne Subway Green P
Dundas St W / Yonge St
Front St W / Yonge St (Hockey Hall of Fame)
Bloor GO / UP Station (West Toronto Railpath)
Front St W / Bay St (North Side)
College St / Crawford St
Rusholme Park Cres / College St
Queen St E / Larchmount Ave
The Royal Ontario Museum (Bloor St Entrance)
Spadina Ave / Adelaide St W
Dundas St W / St. Patrick St
Front St W / Bay St (South Side)
Lower Spadina Ave / Lake Shore Blvd
Bloor St W / Balmuto St
Roxton Rd / College St
Bloor St W / High Park Ave (High Park)
Base Station
Humber Bay Shores Park East
Lakeshore Blvd W / Ellis Ave
Lakeshore Blvd W / The Boulevard Club
Ward Ave / Wallace Ave
Humber Bay Shores Park West
Lake Shore Blvd W / Ontario Dr(Ontario Place)
Sunnyside - Gus Ryder Pool
Martin Goodman Trail (Marilyn Bell Park)
High Park Subway Station
Queen St W / Roncesvalles Ave
Lake Shore Blvd W / Windermere Ave
Toronto Eaton Centre (Yonge St)
Queen St W / James St
Roncesvalles Ave / Marmaduke St
Garden Ave / Roncesvalles Ave
Dufferin Gate - SMART
Queen St W  /  Fuller Ave - SMART
Dundas St W / Roncesvalles Green P - SMART
Sorauren/Geoffrey (Sorauren Park) - SMART
Howard Park Ave / Dundas St W - SMART
Wallace Ave / Symington Ave - SMART
St. George St / Russell St - SMART
Tecumseth St / Queen St W - SMART
Parkside Dr / Bloor St W - SMART
Thompson St / Broadview Ave - SMART
Dundas St E / Pembroke St - SMART
Baldwin Ave / Spadina Ave - SMART
Queen's Park Cres E / Grosvenor St - SMART
Bay St / College St (West Side) - SMART
Gerrard St E / Broadview - SMART
King / Cowan Ave - SMART
Church St / Dundas St E - SMART
Queen St E / Pape Ave - SMART
Walton St / Elizabeth St - SMART
Rosehill Ave / Avoca Ave - SMART
111 Bond St (North of Dundas St E)  - SMART
John St  / Mercer St - SMART
Victoria Park Subway Station - SMART
Bay St / Charles St - SMART
Charles St W / Balmuto St - SMART
Charles St E / Jarvis St - SMART
Chorley Park - SMART
Wright / Sorauren (Sorauren Park) - SMART
Yonge St / Dundonald St - SMART
519 Church St - SMART
Borden St / Bloor St W - SMART
Stewart St / Bathurst St  - SMART
Bloor St E / Huntley St - SMART
Wychwood Ave / Benson Ave - SMART
Yonge St / Alexander St - SMART
Adelaide St W / Bay St - SMART
Bloor St W / Manning Ave - SMART
Robert St / Bloor St W - SMART
York St / King St W - SMART
Spadina Ave / Harbord St - SMART
Dovercourt Rd / Harrison St - SMART
Vanauley St / Queen St W - SMART
Summerhill Ave / MacLennan Ave - SMART
Bloor St W / Shaw Ave - SMART
Exhibition GO Station
Fringe Next Stage - 7219
Church St  / Wood St
Bathurst Subway Station
College St W / Markham St
King St W / Spadina Ave
University Ave / Gerrard St W
Niagara St / Richmond St W
Bathurst St / Fort York Blvd
Bathurst St / Dundas St W
Lower Sherbourne St / The Esplanade
University Ave / King St W
Bay St / Queens Quay W (Ferry Terminal)
25 York St (ACC/Union Station South)
King St W / Stafford St
Princess St / Adelaide St
East Liberty St / Pirandello St
Union Station
Victoria St / Gould St (Ryerson University)
Dundas St E / Parliament St
Dundas St / Yonge St
Jarvis St / Isabella St
Navy Wharf Ct. / Bremner Blvd.
Edward St / Yonge St
Bond St / Queen St E
Queens Quay W / Lower Simcoe St
Queen St W / Portland St
Rusholme Park Cres / College St W
Fort York  Blvd / Capreol Crt
80 Clinton St (North of College)
Yonge St / Wood St
Queen St W / Dovercourt Rd
Seaton St / Dundas St E
Church St / Alexander St
Euclid Ave / Bloor St W
Sherbourne St / Wellesley St
Dundonald St / Church St
Bay St / College St (East Side)
Queen St W / Shaw St
Boston Ave / Queen St E
Simcoe St / Dundas St W
Simcoe St / Wellington St W
Strachan Ave / Princes' Blvd
Queen St W / Spadina Ave
Queen St E / George St (Moss Park)
Beverly  St / Dundas St W
Dundas St W / Crawford St
Bay St / Albert St
King St W / Fraser Ave
Queen St W / York St (City Hall)
424 Wellington St. W
Madison Ave / Bloor St W
Bloor St / Brunswick Ave
Nelson St / Duncan St
Simcoe St / Queen St W
Richmond St E / Jarvis St Green P
Temperance St / Yonge St
Bremner Blvd / Rees St
King St W / Douro St
Front St E / Cherry St
Bay St / St. Joseph St
Bremner Blvd / Spadina Ave
King St W / Tecumseth St
Augusta Ave / Denison Sq
Dundas St E / Regent Park Blvd
Queen St W / Gladstone Ave
Wellington St W / Portland St
Howard St / Sherbourne St
Queen St E / Berkely St
Wellesley St E / Yonge St Green P
Widmer St / Adelaide St 
Bloor St W / Christie St
College St W / Borden St
Liberty St / Fraser Ave Green P
Front St W / Blue Jays Way
Gould St / Mutual St
Ted Rogers Way / Bloor St E
Church St / Bloor St E
Jarvis St / Dundas St E
Bathurst St / Queens Quay W
Metro Hall Plaza
College Park South
Elizabeth St / Edward St (Bus Terminal)
Queens Quay / Yonge St
King St E / River St
Trinity St /Front St E
Ontario Place Blvd / Remembrance Dr
Dockside Dr / Queens Quay E (Sugar Beach)
Exhibition GO (Atlantic Ave)
HTO Park (Queen's Quay W)
University Ave / College St
Summerhill Station
Parliament St / Bloor St E
Jarvis St / Carlton St
Augusta Ave / Dundas St W
Queen St W / Ossington Ave
Castle Frank Station
Cariboo St / Rail Path
Hanna Ave / Liberty St
Bay St / Bloor St W
King St W / Bay St (East Side)
King St E / Jarvis St
Riverdale Park North (Broadview Ave)
Beverly St / College St W
College St W / Crawford St
Queens Quay W / Dan Leckie Way
Scott St / The Esplanade
161 Bleecker St (South of Wellesley)
Phoebe St / Spadina Ave
University Ave / Elm St
Niagara St / Tecumseth St
Chester Station
Wellesley St / Queen's Park Cres
Queens Park / Bloor St W
Front St / Bay St (North Side)
Yonge St / Yorkville Ave
College St W / Huron St
Ulster St / Bathurst St
Danforth Ave / Ellerbeck St
St George St / Bloor St W
Sumach St / Carlton St. (Riverdale Farm)
Lower Jarvis St / The Esplanade
York St / Queens Quay W
Parliament St / Gerrard St
Kendal Ave / Spadina Rd
Sherbourne St / Carlton St (Allan Gardens)
Gerrard St E / River St
Riverdale Park South (Broadview Ave)
Roxton Rd / Harbord St
Queen St W / Cowan Ave
Jimmie Simpson Park (Queen St E)
Carlton St / Parliament St
Palmerston Ave / Vermont Ave
Salem Ave / Bloor St W
St. George St / Hoskin Ave
College St W / Major St
Taddle Creek Park
Willcocks St / St. George St
Yarmouth Rd / Christie St
Wellington St W / Stafford St
Ossington Ave / Bloor St W
Yonge St / Harbour St
Danforth Ave / Aldridge Ave
King St W / Joe Shuster Way
Danforth Ave / Gough Ave
Donlands Station
Central Tech  (Harbord St)
Queen St E / Sackville St
Fort York Blvd / Garrison Rd
Huron/ Harbord St
Front St / Yonge St (Hockey Hall of Fame)
Bridgeman Ave / Kendal Ave
Wellington St W / Bay St
Marlborough Ave / Yonge St
Margueretta St / College St W
Cherry St / Mill St
Cherry St / Distillery Ln
Spadina Ave / Willcocks St
Davenport Rd / Avenue Rd
Mary McCormick Rec Centre (Sheridan Ave)
Kendal Ave / Bernard Ave
King St W / Bay St (West Side)
Sterling Rd / Dundas St W
Spadina Ave / Sussex Ave
Parliament St / Aberdeen Ave
Claremont St / Dundas St W
Bay St / Wellesley St W
Harbord St / Clinton St
Dundas St E / Broadview Ave
Bathurst St / Lennox St
McGill St / Church St
Queen St W / Close Ave
51 Parliament St
Macpherson Ave / Spadina Rd
Danforth Ave / Lamb Ave
Dufferin St / Sylvan Av (Dufferin Grove Park)
Christie St / Benson Ave (Wychwood Barns)
Bloor St W / Dundas St W
Dufferin St / Bloor St
Hayter St / Laplante Ave
Davenport Rd / Bedford Rd
Essex St / Christie St
Glen Edyth Dr / Davenport Rd
Ossington Ave / Harrison St
Ossington Ave / College St W
Landsdowne Subway Green P
Davenport Rd / Christie St
Stephenson Ave / Main St
Yonge St / Aylmer Ave
Bloor GO / UP Station/ Rail Path
Bay St / Davenport Rd
Davenport Rd / Bathurst St
Mill St / Tannery Rd
Dundas St W / Edna Ave
Danforth Ave / Coxwell Ave
Bridgeman Ave / Bathurst St
Lansdowne Ave / Whytock Ave
Mortimer Ave / Coxwell Ave
Danforth Ave / Barrington Ave
Pape Subway Green P
Danforth Ave / Westlake Ave
Woodbine Subway Green P (Cedarvale Ave)
424 Wellington St W
HTO Park (Queens Quay W)
Dundas St W / Yonge St
Wellesley St E / Yonge St (Green P)
College St / Major St
Princess St / Adelaide St E
College St / Borden St
Beverly St / College St
Widmer St / Adelaide St W
College St / Huron St
Sherbourne St / Wellesley St E
Michael Sweet Ave / St. Patrick St
St. George St / Bloor St W
Front St W / Bay St (North Side)
Rusholme Park Cres / College St
Ossington Ave / College St
Front St W / Yonge St (Hockey Hall of Fame)
College St / Markham St
Margueretta St / College St
Lansdowne Subway Green P
College St / Crawford St
Bloor GO / UP Station (West Toronto Railpath)
Queen St E / Larchmount Ave
The Royal Ontario Museum (Bloor St Entrance)
Spadina Ave / Adelaide St W
Dundas St W / St. Patrick St
Lower Spadina Ave / Lake Shore Blvd
Bloor St W / Balmuto St
Roxton Rd / College St
Front St W / Bay St (South Side)
Bloor St W / High Park Ave (High Park)
Humber Bay Shores Park East
Lakeshore Blvd W / Ellis Ave
Lakeshore Blvd W / The Boulevard Club
Humber Bay Shores Park West
Sunnyside - Gus Ryder Pool
Lake Shore Blvd W / Ontario Dr(Ontario Place)
Martin Goodman Trail (Marilyn Bell Park)
Ward Ave / Wallace Ave
Lake Shore Blvd W / Windermere Ave
High Park Subway Station
Queen St W / Roncesvalles Ave
Toronto Eaton Centre (Yonge St)
Garden Ave / Roncesvalles Ave
Queen St W / James St
Roncesvalles Ave / Marmaduke St
Exhibition GO Station
Dufferin Gate - SMART
Queen St W  /  Fuller Ave - SMART
King / Cowan Ave - SMART
Dundas St W / Roncesvalles Green P - SMART
Parkside Dr / Bloor St W - SMART
Howard Park Ave / Dundas St W - SMART
Sorauren/Geoffrey (Sorauren Park) - SMART
Wallace Ave / Symington Ave - SMART
Queen's Park Cres E / Grosvenor St - SMART
St. George St / Russell St - SMART
Tecumseth St / Queen St W - SMART
Baldwin Ave / Spadina Ave - SMART
Thompson St / Broadview Ave - SMART
Queen St E / Pape Ave - SMART
Dundas St E / Pembroke St - SMART
Bay St / College St (West Side) - SMART
Church St / Dundas St E - SMART
Gerrard St E / Broadview - SMART
111 Bond St (North of Dundas St E)  - SMART
Walton St / Elizabeth St - SMART
John St  / Mercer St - SMART
Rosehill Ave / Avoca Ave - SMART
Victoria Park Subway Station - SMART
Bay St / Charles St - SMART
Charles St E / Jarvis St - SMART
Charles St W / Balmuto St - SMART
Summerhill Ave / MacLennan Ave - SMART
Chorley Park - SMART
Wright / Sorauren (Sorauren Park) - SMART
Yonge St / Dundonald St - SMART
519 Church St - SMART
Borden St / Bloor St W - SMART
Yonge St / Alexander St - SMART
Wychwood Ave / Benson Ave - SMART
Adelaide St W / Bay St - SMART
Robert St / Bloor St W - SMART
York St / King St W - SMART
Stewart St / Bathurst St  - SMART
Bloor St E / Huntley St - SMART
Bloor St W / Shaw Ave - SMART
Spadina Ave / Harbord St - SMART
Dovercourt Rd / Harrison St - SMART
Vanauley St / Queen St W - SMART
Bloor St W / Manning Ave - SMART
Base Station
Fringe Next Stage - 7219
""
